Center: x=250, y=250
Point 3940: x=449.787, y=259.231
Point 3941: x=50.969, y=269.668
Point 3942: x=445.594, y=291.75
Point 3943: x=79.754, y=145.041
Point 3944: x=77.47, y=148.84
Point 3945: x=434.287, y=327.707
Point 3946: x=86.88, y=365.723
Point 3947: x=340.048, y=71.419
Point 3948: x=157.521, y=427.335
Point 3949: x=85.79, y=135.829
Point 3950: x=116.546, y=101.037
Point 3951: x=100.783, y=116.83
Point 3952: x=292.73, y=445.382
Point 3953: x=211.343, y=53.771
Point 3954: x=57.596, y=304.596
Point 3955: x=62.288, y=180.977
Point 3956: x=64.728, y=325.329
Point 3957: x=424.164, y=348.321
Point 3958: x=87.386, y=366.434
Point 3959: x=411.412, y=368.094
Point 3960: x=166.873, y=431.906
Point 3961: x=413.2, y=134.389
Point 3962: x=120.187, y=97.853
Point 3963: x=73.702, y=344.44
Point 3964: x=112.589, y=104.679
Point 3965: x=378.486, y=403.269
Point 3966: x=386.848, y=395.852
Point 3967: x=419.288, y=143.503
Point 3968: x=449.489, y=264.287
Point 3969: x=242.401, y=50.144
Point 3970: x=276.446, y=51.756
Point 3971: x=67.482, y=168.226
Point 3972: x=369.269, y=410.545
Point 3973: x=60.053, y=312.612
Point 3974: x=316.427, y=438.646
Point 3975: x=291.287, y=445.692
Point 3976: x=251.584, y=449.994
Point 3977: x=415.114, y=137.14
Point 3978: x=246.579, y=50.029
Point 3979: x=153.246, y=74.961
Point 3980: x=117.238, y=100.42
Point 3981: x=411.494, y=367.981
Point 3982: x=274.859, y=448.449
Point 3983: x=366.129, y=412.832
Point 3984: x=219.873, y=447.718
Point 3985: x=140.186, y=82.845
Point 3986: x=53.215, y=285.715
Point 3987: x=414.553, y=136.324
Point 3988: x=103.601, y=113.738
Point 3989: x=223.267, y=448.205
Point 3990: x=278.35, y=52.02
Point 3991: x=51.585, y=224.869
Point 3992: x=261.074, y=449.693
Point 3993: x=209.354, y=445.826
Point 3994: x=203.007, y=55.599
Point 3995: x=419.268, y=356.528
Point 3996: x=249.587, y=50.0
Point 3997: x=180.9, y=62.316
Point 3998: x=383.189, y=399.2
Point 3999: x=393.21, y=110.39
Point 4000: x=383.566, y=101.137
Point 4001: x=426.088, y=155.169
Point 4002: x=87.361, y=366.398
Point 4003: x=141.244, y=82.154
Point 4004: x=99.02, y=381.168
Point 4005: x=284.958, y=53.079
Point 4006: x=400.746, y=118.563
Point 4007: x=52.373, y=280.714
Point 4008: x=242.584, y=449.862
Point 4009: x=449.521, y=263.829
Point 4010: x=51.609, y=275.32
Point 4011: x=75.913, y=348.456
Point 4012: x=402.515, y=120.62
Point 4013: x=360.483, y=83.286
Point 4014: x=448.867, y=228.745
Point 4015: x=80.661, y=356.416
Point 4016: x=53.882, y=210.785
Point 4017: x=64.318, y=324.311
Point 4018: x=332.432, y=67.778
Point 4019: x=132.679, y=411.975
Point 4020: x=163.679, y=69.587
Point 4021: x=134.056, y=412.963
Point 4022: x=288.203, y=446.318
Point 4023: x=209.406, y=445.837
Point 4024: x=264.057, y=50.495
Point 4025: x=310.386, y=59.334
Point 4026: x=84.381, y=362.118
Point 4027: x=114.633, y=102.773
Point 4028: x=54.143, y=290.496
Point 4029: x=279.484, y=447.815
Point 4030: x=188.887, y=59.566
Point 4031: x=436.378, y=322.548
Point 4032: x=155.073, y=426.036
Point 4033: x=380.532, y=401.53
Point 4034: x=62.857, y=179.447
Point 4035: x=55.18, y=204.777
Point 4036: x=250.825, y=50.002
Point 4037: x=442.376, y=304.694
Point 4038: x=96.673, y=378.416
Point 4039: x=173.176, y=434.656
Point 4040: x=159.155, y=71.823
Point 4041: x=397.887, y=384.646
Point 4042: x=172.316, y=434.297
Point 4043: x=346.161, y=425.365
Point 4044: x=96.35, y=378.03
Point 4045: x=128.97, y=409.222
Point 4046: x=363.366, y=85.233
Point 4047: x=350.551, y=77.114
Point 4048: x=383.558, y=398.87
Point 4049: x=186.411, y=60.378
Point 4050: x=354.868, y=420.302
Point 4051: x=449.881, y=256.911
Point 4052: x=83.668, y=361.056
Point 4053: x=106.854, y=110.324
Point 4054: x=446.67, y=213.658
Point 4055: x=300.721, y=443.461
Point 4056: x=55.825, y=297.918
Point 4057: x=394.358, y=388.422
Point 4058: x=386.906, y=104.203
Point 4059: x=198.726, y=56.684
Point 4060: x=388.831, y=393.965
Point 4061: x=75.051, y=153.083
Point 4062: x=230.171, y=50.985
Point 4063: x=231.723, y=449.163
Point 4064: x=199.491, y=56.483
Point 4065: x=156.819, y=73.033
Point 4066: x=406.092, y=375.041
Point 4067: x=448.326, y=224.177
Point 4068: x=317.276, y=438.345
Point 4069: x=365.377, y=86.635
Point 4070: x=178.198, y=63.333
Point 4071: x=302.814, y=442.901
Point 4072: x=254.432, y=50.049
Point 4073: x=80.594, y=143.691
Point 4074: x=60.294, y=186.664
Point 4075: x=157.236, y=72.814
Point 4076: x=323.337, y=436.069
Point 4077: x=55.611, y=202.96
Point 4078: x=387.153, y=395.565
Point 4079: x=279.694, y=52.217
Point 4080: x=436.824, y=321.393
Point 4081: x=184.47, y=438.96
Point 4082: x=118.724, y=99.114
Point 4083: x=185.244, y=439.226
Point 4084: x=114.796, y=397.376
Point 4085: x=421.002, y=146.277
Point 4086: x=168.889, y=432.814
Point 4087: x=130.362, y=89.729
Point 4088: x=84.115, y=361.724
Point 4089: x=439.633, y=313.556
Point 4090: x=307.436, y=58.425
Point 4091: x=74.822, y=153.498
Point 4092: x=72.663, y=342.475
Point 4093: x=62.137, y=318.612
Point 4094: x=106.854, y=110.325
Point 4095: x=387.113, y=104.398
Point 4096: x=366.769, y=87.627
Point 4097: x=170.463, y=433.504
Point 4098: x=191.618, y=58.711
Point 4099: x=117.182, y=399.53
Point 4100: x=290.547, y=54.153
Point 4101: x=439.431, y=314.156
Point 4102: x=349.849, y=423.292
Point 4103: x=139.087, y=83.572
Point 4104: x=81.892, y=141.651
Point 4105: x=368.576, y=88.942
Point 4106: x=193.733, y=441.922
Point 4107: x=107.62, y=109.543
Point 4108: x=443.867, y=200.852
Point 4109: x=51.654, y=224.329
Point 4110: x=428.727, y=339.759
Point 4111: x=200.86, y=443.869
Point 4112: x=114.34, y=396.957
Point 4113: x=143.092, y=80.971
Point 4114: x=422.417, y=148.647
Point 4115: x=50.064, y=255.043
Point 4116: x=101.766, y=384.263
Point 4117: x=51.652, y=224.35
Point 4118: x=207.129, y=54.649
Point 4119: x=54.739, y=206.721
Point 4120: x=69.111, y=335.318
Point 4121: x=53.018, y=284.613
Point 4122: x=442.229, y=194.791
Point 4123: x=368.582, y=88.946
Point 4124: x=428.42, y=340.368
Point 4125: x=441.495, y=192.298
Point 4126: x=100.066, y=117.638
Point 4127: x=191.689, y=58.689
Point 4128: x=109.758, y=392.591
Point 4129: x=144.93, y=420.177
Point 4130: x=393.157, y=110.335
Point 4131: x=50.328, y=238.549
Point 4132: x=330.326, y=433.16
Point 4133: x=78.926, y=146.396
Point 4134: x=287.195, y=446.511
Point 4135: x=179.473, y=437.152
Point 4136: x=227.607, y=51.258
Point 4137: x=445.731, y=208.898
Point 4138: x=313.652, y=439.601
Point 4139: x=82.91, y=359.913
Point 4140: x=333.276, y=431.838
Point 4141: x=386.184, y=103.528
Point 4142: x=424.43, y=152.153
Point 4143: x=386.318, y=103.653
Point 4144: x=449.353, y=266.069
Point 4145: x=202.144, y=55.81
Point 4146: x=151.557, y=75.905
Point 4147: x=447.893, y=278.956
Point 4148: x=314.856, y=439.192
Point 4149: x=346.442, y=74.789
Point 4150: x=405.914, y=375.264
Point 4151: x=443.479, y=199.346
Point 4152: x=68.617, y=165.737
Point 4153: x=50.644, y=233.969
Point 4154: x=346.188, y=74.649
Point 4155: x=78.723, y=353.268
Point 4156: x=124.226, y=94.498
Point 4157: x=259.125, y=449.792
Point 4158: x=95.395, y=376.875
Point 4159: x=257.675, y=50.147
Point 4160: x=87.549, y=366.661
Point 4161: x=362.218, y=84.449
Point 4162: x=383.79, y=398.661
Point 4163: x=205.478, y=444.981
Point 4164: x=65.598, y=172.567
Point 4165: x=448.042, y=222.082
Point 4166: x=87.724, y=133.096
Point 4167: x=245.18, y=449.942
Point 4168: x=361.712, y=415.893
Point 4169: x=159.532, y=428.369
Point 4170: x=397.981, y=384.543
Point 4171: x=339.734, y=71.26
Point 4172: x=228.701, y=51.137
Point 4173: x=129.684, y=90.238
Point 4174: x=254.858, y=449.941
Point 4175: x=127.095, y=92.221
Point 4176: x=421.661, y=147.371
Point 4177: x=96.582, y=121.692
Point 4178: x=448.299, y=276.027
Point 4179: x=378.099, y=403.593
Point 4180: x=366.576, y=412.512
Point 4181: x=53.376, y=286.59
Point 4182: x=58.333, y=192.871
Point 4183: x=60.638, y=185.643
Point 4184: x=437.313, y=320.099
Point 4185: x=234.534, y=449.401
Point 4186: x=108.224, y=108.934
Point 4187: x=434.385, y=327.473
Point 4188: x=423.085, y=350.207
Point 4189: x=235.579, y=449.479
Point 4190: x=242.789, y=449.87
Point 4191: x=435.847, y=323.897
Point 4192: x=449.945, y=245.298
Point 4193: x=99.973, y=117.744
Point 4194: x=148.244, y=77.821
Point 4195: x=387.843, y=394.912
Point 4196: x=87.936, y=367.198
Point 4197: x=50.311, y=261.142
Point 4198: x=438.526, y=183.233
Point 4199: x=438.979, y=315.474
Point 4200: x=72.563, y=157.717
Point 4201: x=415.409, y=137.572
Point 4202: x=423.662, y=349.205
Point 4203: x=50.246, y=259.922
Point 4204: x=141.982, y=418.322
Point 4205: x=304.591, y=57.595
Point 4206: x=341.216, y=427.988
Point 4207: x=58.733, y=308.454
Point 4208: x=177.251, y=436.3
Point 4209: x=432.513, y=331.785
Point 4210: x=260.465, y=449.726
Point 4211: x=390.494, y=107.658
Point 4212: x=132.03, y=88.498
Point 4213: x=50.875, y=268.685
Point 4214: x=447.657, y=219.479
Point 4215: x=185.833, y=439.427
Point 4216: x=449.554, y=263.356
Point 4217: x=437.598, y=319.332
Point 4218: x=430.28, y=163.404
Point 4219: x=108.519, y=108.638
Point 4220: x=400.285, y=381.963
Point 4221: x=179.648, y=62.782
Point 4222: x=104.602, y=387.33
Point 4223: x=296.778, y=444.453
Point 4224: x=298.074, y=444.136
Point 4225: x=447.934, y=278.672
Point 4226: x=432.007, y=167.094
Point 4227: x=275.553, y=448.361
Point 4228: x=167.104, y=432.012
Point 4229: x=163.378, y=430.268
Point 4230: x=55.163, y=204.85
Point 4231: x=63.75, y=177.124
Point 4232: x=84.107, y=361.712
Point 4233: x=335.127, y=430.979
Point 4234: x=417.656, y=359.048
Point 4235: x=72.576, y=342.307
Point 4236: x=261.427, y=50.327
Point 4237: x=55.958, y=201.548
Point 4238: x=123.72, y=405.091
Point 4239: x=428.54, y=159.87
Point 4240: x=407.301, y=126.483
Point 4241: x=437.756, y=181.096
Point 4242: x=320.744, y=437.07
Point 4243: x=405.296, y=123.971
Point 4244: x=97.9, y=379.868
Point 4245: x=449.456, y=264.735
Point 4246: x=106.589, y=110.597
Point 4247: x=431.238, y=334.574
Point 4248: x=65.995, y=171.628
Point 4249: x=66.035, y=171.534
Point 4250: x=395.725, y=386.983
Point 4251: x=111.345, y=394.134
Point 4252: x=274.973, y=51.565
Point 4253: x=421.193, y=353.407
Point 4254: x=230.777, y=449.074
Point 4255: x=59.555, y=188.921
Point 4256: x=169.951, y=433.281
Point 4257: x=439.608, y=186.369
Point 4258: x=425.267, y=346.34
Point 4259: x=351.785, y=422.162
Point 4260: x=182.773, y=438.363
Point 4261: x=100.753, y=116.863
Point 4262: x=320.133, y=437.3
Point 4263: x=401.006, y=118.862
Point 4264: x=113.435, y=396.116
Point 4265: x=247.48, y=50.016
Point 4266: x=125.846, y=93.201
Point 4267: x=425.568, y=345.79
Point 4268: x=53.008, y=284.559
Point 4269: x=445.434, y=292.493
Point 4270: x=53.637, y=287.968
Point 4271: x=211.019, y=53.836
Point 4272: x=449.843, y=257.912
Point 4273: x=348.648, y=76.022
Point 4274: x=431.671, y=166.36
Point 4275: x=449.867, y=242.694
Point 4276: x=153.861, y=74.622
Point 4277: x=445.18, y=293.644
Point 4278: x=147.987, y=422.027
Point 4279: x=419.475, y=356.199
Point 4280: x=321.649, y=63.274
Point 4281: x=282.95, y=447.267
Point 4282: x=343.477, y=73.189
Point 4283: x=398.404, y=115.924
Point 4284: x=52.053, y=278.585
Point 4285: x=447.497, y=218.456
Point 4286: x=314.946, y=439.161
Point 4287: x=423.161, y=149.924
Point 4288: x=405.711, y=375.515
Point 4289: x=287.453, y=53.538
Point 4290: x=84.981, y=137.002
Point 4291: x=50.47, y=263.706
Point 4292: x=209.077, y=445.768
Point 4293: x=124.707, y=94.11
Point 4294: x=429.644, y=337.91
Point 4295: x=394.398, y=388.38
Point 4296: x=324.077, y=435.776
Point 4297: x=157.097, y=72.887
Point 4298: x=401.475, y=380.596
Point 4299: x=98.956, y=118.906
Point 4300: x=448.562, y=273.937
Point 4301: x=446.266, y=288.464
Point 4302: x=289.613, y=446.038
Point 4303: x=310.991, y=59.527
Point 4304: x=360.277, y=416.85
Point 4305: x=270.464, y=448.95
Point 4306: x=50.805, y=232.079
Point 4307: x=188.163, y=59.8
Point 4308: x=221.747, y=447.994
Point 4309: x=345.661, y=425.639
Point 4310: x=274.457, y=448.499
Point 4311: x=146.154, y=79.073
Point 4312: x=374.401, y=406.603
Point 4313: x=364.59, y=86.082
Point 4314: x=296.449, y=55.469
Point 4315: x=324.931, y=435.433
Point 4316: x=59.112, y=190.32
Point 4317: x=59.172, y=309.872
Point 4318: x=334.327, y=68.647
Point 4319: x=135.51, y=86.012
Point 4320: x=272.606, y=51.282
Point 4321: x=50.02, y=252.853
Point 4322: x=447.597, y=219.092
Point 4323: x=163.736, y=430.44
Point 4324: x=449.112, y=231.171
Point 4325: x=118.532, y=99.281
Point 4326: x=123.589, y=404.985
Point 4327: x=316.944, y=438.463
Point 4328: x=199.625, y=443.552
Point 4329: x=85.151, y=136.754
Point 4330: x=56.518, y=199.358
Point 4331: x=269.351, y=50.938
Point 4332: x=443.534, y=199.557
Point 4333: x=159.762, y=71.514
Point 4334: x=311.676, y=440.253
Point 4335: x=419.197, y=356.641
Point 4336: x=327.766, y=65.738
Point 4337: x=264.464, y=449.476
Point 4338: x=213.914, y=53.282
Point 4339: x=325.574, y=435.172
Point 4340: x=432.199, y=167.516
Point 4341: x=365.693, y=86.858
Point 4342: x=77.517, y=351.24
Point 4343: x=314.444, y=439.333
Point 4344: x=333.031, y=431.95
Point 4345: x=448.132, y=222.729
Point 4346: x=109.968, y=107.203
Point 4347: x=55.999, y=201.384
Point 4348: x=426.888, y=156.669
Point 4349: x=447.993, y=278.265
Point 4350: x=199.325, y=443.474
Point 4351: x=371.272, y=409.038
Point 4352: x=448.545, y=225.923
Point 4353: x=58.336, y=192.86
Point 4354: x=389.169, y=106.361
Point 4355: x=270.079, y=448.99
Point 4356: x=67.379, y=168.456
Point 4357: x=69.243, y=164.403
Point 4358: x=369.366, y=410.473
Point 4359: x=449.727, y=239.546
Point 4360: x=244.865, y=50.066
Point 4361: x=141.555, y=81.954
Point 4362: x=202.145, y=444.19
Point 4363: x=262.71, y=449.596
Point 4364: x=447.876, y=220.927
Point 4365: x=61.968, y=181.853
Point 4366: x=402.893, y=378.933
Point 4367: x=65.256, y=173.386
Point 4368: x=231.841, y=449.174
Point 4369: x=70.736, y=161.319
Point 4370: x=96.503, y=378.213
Point 4371: x=59.376, y=189.483
Point 4372: x=86.499, y=134.815
Point 4373: x=63.261, y=178.387
Point 4374: x=358.409, y=81.93
Point 4375: x=382.704, y=100.368
Point 4376: x=213.591, y=446.658
Point 4377: x=442.744, y=196.619
Point 4378: x=87.486, y=366.573
Point 4379: x=449.744, y=239.877
Point 4380: x=54.936, y=294.158
Point 4381: x=234.462, y=449.395
Point 4382: x=256.994, y=449.878
Point 4383: x=449.988, y=247.772
Point 4384: x=336.072, y=69.468
Point 4385: x=441.944, y=193.809
Point 4386: x=449.951, y=254.416
Point 4387: x=50.09, y=244.003
Point 4388: x=353.095, y=421.381
Point 4389: x=448.903, y=229.083
Point 4390: x=447.177, y=283.486
Point 4391: x=67.183, y=331.105
Point 4392: x=379.534, y=97.616
Point 4393: x=90.993, y=371.313
Point 4394: x=359.516, y=417.351
Point 4395: x=193.896, y=58.03
Point 4396: x=75.13, y=347.059
Point 4397: x=172.342, y=65.693
Point 4398: x=295.44, y=444.77
Point 4399: x=428.991, y=339.231
Point 4400: x=382.279, y=400.007
Point 4401: x=106.995, y=110.181
Point 4402: x=344.001, y=73.467
Point 4403: x=54.237, y=290.947
Point 4404: x=449.173, y=231.827
Point 4405: x=222.562, y=448.109
Point 4406: x=351.464, y=422.351
Point 4407: x=99.088, y=381.246
Point 4408: x=341.239, y=427.976
Point 4409: x=52.907, y=216.025
Point 4410: x=220.623, y=52.169
Point 4411: x=69.341, y=164.196
Point 4412: x=355.258, y=79.939
Point 4413: x=385.331, y=397.26
Point 4414: x=60.626, y=185.677
Point 4415: x=96.634, y=121.63
Point 4416: x=271.657, y=51.176
Point 4417: x=335.335, y=430.881
Point 4418: x=449.808, y=258.771
Point 4419: x=423.805, y=151.046
Point 4420: x=58.715, y=191.604
Point 4421: x=114.172, y=396.802
Point 4422: x=441.975, y=193.916
Point 4423: x=251.387, y=449.995
Point 4424: x=356.39, y=80.645
Point 4425: x=445.681, y=208.661
Point 4426: x=446.747, y=285.923
Point 4427: x=449.312, y=266.575
Point 4428: x=330.942, y=67.111
Point 4429: x=441.506, y=192.332
Point 4430: x=51.689, y=224.061
Point 4431: x=444.67, y=204.135
Point 4432: x=375.516, y=405.71
Point 4433: x=162.878, y=430.027
Point 4434: x=331.076, y=67.17
Point 4435: x=446.398, y=287.785
Point 4436: x=167.843, y=432.346
Point 4437: x=203.725, y=444.573
Point 4438: x=137.873, y=84.388
Point 4439: x=50.052, y=254.567
Point 4440: x=402.575, y=379.31
Point 4441: x=119.805, y=98.181
Point 4442: x=78.517, y=352.925
Point 4443: x=247.224, y=449.981
Point 4444: x=402.517, y=120.623
Point 4445: x=413.056, y=134.187
Point 4446: x=441.733, y=306.908
Point 4447: x=449.69, y=261.132
Point 4448: x=119.155, y=401.26
Point 4449: x=106.559, y=110.628
Point 4450: x=423.115, y=149.844
Point 4451: x=51.115, y=271.088
Point 4452: x=344.402, y=426.319
Point 4453: x=342.556, y=427.294
Point 4454: x=356.842, y=419.07
Point 4455: x=401.947, y=119.954
Point 4456: x=328.339, y=434.019
Point 4457: x=54.817, y=206.368
Point 4458: x=435.203, y=325.498
Point 4459: x=415.709, y=138.015
Point 4460: x=401.805, y=380.212
Point 4461: x=315.985, y=438.801
Point 4462: x=52.024, y=278.382
Point 4463: x=284.066, y=52.923
Point 4464: x=191.535, y=441.264
Point 4465: x=287.264, y=53.502
Point 4466: x=74.714, y=153.695
Point 4467: x=78.907, y=353.572
Point 4468: x=440.901, y=309.64
Point 4469: x=152.366, y=75.45
Point 4470: x=102.808, y=114.595
Point 4471: x=366.022, y=87.092
Point 4472: x=333.617, y=68.318
Point 4473: x=371.288, y=409.026
Point 4474: x=219.547, y=52.332
Point 4475: x=109.244, y=392.084
Point 4476: x=114.871, y=102.554
Point 4477: x=53.248, y=214.1
Point 4478: x=272.174, y=51.233
Point 4479: x=449.145, y=231.528
Point 4480: x=79.93, y=144.756
Point 4481: x=52.426, y=281.056
Point 4482: x=258.524, y=449.818
Point 4483: x=133.109, y=412.285
Point 4484: x=449.708, y=239.189
Point 4485: x=375.105, y=406.041
Point 4486: x=345.802, y=425.562
Point 4487: x=315.264, y=60.948
Point 4488: x=50.244, y=259.871
Point 4489: x=283.545, y=447.167
Point 4490: x=351.741, y=422.188
Point 4491: x=253.791, y=449.964
Point 4492: x=302.893, y=57.121
Point 4493: x=50.123, y=257.019
Point 4494: x=61.707, y=317.423
Point 4495: x=54.735, y=293.261
Point 4496: x=359.059, y=417.649
Point 4497: x=366.339, y=87.318
Point 4498: x=438.88, y=184.24
Point 4499: x=449.683, y=238.75
Point 4500: x=60.905, y=315.138
